Case Number,Date,Year,Type,Country,Area,Activity,Age,Fatal (Y/N),Sex,Month
1993.09.14,14-Sep-1993,1993,Unprovoked,USA,Florida,Wading,19,N,M,Sep
1993.09.03,03-Sep-1993,1993,Unprovoked,SPAIN,Costa Blanca,Swimming,69,N,M,Sep
1993.08.21,21-Aug-1993,1993,Unprovoked,BAHAMAS,Walkers Cay,Spearfishing,51,N,M,Aug
1993.08.19.R,Reported      19-Aug-1993,1993,Unprovoked,USA,Florida,Surfing,13,N,unknown,Aug
1993.07.30,30-Jul-1993,1993,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,28,N,M,Jul
1993.07.07,07-Jul-1993,1993,Unprovoked,USA,Florida,Playing,12,N,F,Jul
1993.06.29,29-Jun-1993,1993,Unprovoked,REUNION,Saint-Paul,Body boarding,16,N,M,Jun
1993.06.11.b,11-Jun-1993,1993,Unprovoked,HONG KONG,New Territories,Swimming,61,Y,M,Jun
1993.06.11.a,11-Jun-1993,1993,Unprovoked,MEXICO,Quintana Roo,Scuba diving,42,Y,F,Jun
1993.06.09,09-Jun-1993,1993,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,31,Y,M,Jun
1993.06.01,01-Jun-1993,1993,Unprovoked,HONG KONG,New Territories,Swimming,42,Y,M,Jun
1993.02.04,04-Feb 1993,1993,Provoked,AUSTRALIA,Queensland,Fishing,69,N,M,Feb
1993.01.23,23-Jan-1993,1993,Unprovoked,BRAZIL,Pernambuco,Body boarding,15,N,M,Jan
1993.01.05,05-Jan-1993,1993,Unprovoked,AUSTRALIA,Queensland,Spearfishing,21,N,M,Jan
1993.01.02,02-Jan-1993,1993,Unprovoked,USA,Oregon,Surfing,29,N,M,Jan
1992.11.25.a,25-Nov-1992,1992,Unprovoked,USA,Florida,Surfing,19,N,M,Nov
1992.11.23,23-Nov-1992,1992,Unprovoked,USA,Florida,Surfing,24,N,M,Nov
1992.11.14,14-Nov-1992,1992,Boating,USA,California,Kayaking,46,N,M,Nov
1992.11.12.R,Reported 12-Nov-1992,1992,Unprovoked,FIJI,Wakaya Island,Scuba diving,30,N,M,Nov
1992.11.05.b,06-Nov-1992,1992,Unprovoked,USA,Florida,Surfing,17,N,M,Nov
1992.11.05.a,05-Nov-1992,1992,Unprovoked,USA,Hawaii,Body boarding,18,Y,M,Nov
1992.10.22,22-Oct-1992,1992,Unprovoked,USA,Hawaii,Surfing,28,N,M,Oct
1992.10.01,01-Oct-1992,1992,Unprovoked,AUSTRALIA,Queensland,Surfing,28,Y,M,Oct
1992.09.13,13-Sep-1992,1992,Unprovoked,USA,Oregon,Surfing,20,N,M,Sep
1992.09.11,11-Sep-1992,1992,Unprovoked,USA,Florida,Standing,18,N,F,Sep
1992.08.25,25-Aug-1992,1992,Unprovoked,AUSTRALIA,South Australia,Surfing,17,N,M,Aug
1992.08.18,18-Aug-1992,1992,Unprovoked,USA,California,Surfing,22,N,M,Aug
1992.08.17,17-Aug-1992,1992,Provoked,USA,Florida,Snorkeling,26,N,M,Aug
1992.07.21,21-Jul-1992,1992,Unprovoked,USA,Florida,Standing,42,N,F,Jul
1992.06.28.a,28-Jun-1992,1992,Unprovoked,REUNION,Saint-Paul,Surfing,16,Y,M,Jun
1992.06.19,19-Jun-1992,1992,Unprovoked,VANUATU,Malampa Province,Swimming,21,N,F,Jun
1992.04.09,09-Apr-1992,1992,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,35,N,M,Apr
1992.03.10,10-Mar-1992,1992,Unprovoked,AUSTRALIA,Victoria,Surfing,17,N,M,Mar
1992.03.08.a,08-Mar-1992,1992,Unprovoked,USA,Oregon,Surfing (sitting on his board),21,N,M,Mar
1992.01.29.a,29-Jan-1992,1992,Unprovoked,AUSTRALIA,New South Wales,Boogie boarding,19,N,M,Jan
1992.01.23,23-Jan-1992,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,19,N,M,Jan
1992.01.08,08-Jan-1992,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,36,N,M,Jan
1991.11.26.b,26-Nov-1991,1991,Unprovoked,USA,Hawaii,Snorkeling,41,Y,F,Nov
1991.10.12,12-Oct-1991,1991,Unprovoked,USA,Florida,Surfing,21,N,M,Oct
1991.10.05,05-Oct-1991,1991,Unprovoked,USA,California,Surfing,32,N,M,Oct
1991.09.08,08-Sep-1991,1991,Unprovoked,AUSTRALIA,South Australia,Scuba diving,19,Y,M,Sep
1991.08.26,26-Aug-1991,1991,Unprovoked,USA,South Carolina,Swimming,23,N,M,Aug
1991.08.12,12-Aug-1991,1991,Unprovoked,USA,Florida,Wading,10,N,F,Aug
1991.07.27,27-Jul-1991,1991,Unprovoked,USA,Florida,Snorkeling,39,N,M,Jul
1991.07.07,07-Jul-1991,1991,Unprovoked,USA,Florida,Swimming,22,N,M,Jul
1991.07.01.b,01-Jul-1991,1991,Unprovoked,REUNION,L'Etang-Salé,Surfing,30,N,M,Jul
1991.07.01.a,01-Jul-1991,1991,Unprovoked,USA,California,Surfing,32,N,M,Jul
1991.06.26,26-Jun-1991,1991,Unprovoked,USA,Florida,Surfing,18,N,M,Jun
1991.06.07.a,07-Jun-1991,1991,Unprovoked,HONG KONG,Port Shelter,Swimming ,65,Y,F,Jun
1991.05.26,26-May-1991,1991,Unprovoked,USA,Hawaii,Sitting on surfboard,23,N,M,May
1991.03.03,03-Mar-1991,1991,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,18,N,M,Mar
1991.02.24,24-Feb-1991,1991,Unprovoked,USA,Oregon,Surfing,38,N,M,Feb
1991.02.12,12-Feb-1991,1991,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,20,N,M,Feb
1991.01.19,19-Jan-1991,1991,Unprovoked,AUSTRALIA,Queensland,Swimming,35,N,M,Jan
1990.11.28,28-Nov-1990,1990,Unprovoked,AUSTRALIA,Queensland,Swimming ,26,N,M,Nov
1990.11.01,01-Nov-1990,1990,Unprovoked,USA,Florida,Surfing,24,N,M,Nov
1990.10.30.b,30-Oct-1990,1990,Unprovoked,USA,Florida,Surfing,50,N,M,Oct
1990.10.30.a,30-Oct-1990,1990,Unprovoked,USA,Florida,Surfing,18,N,M,Oct
1990.10.27,27-Oct-1990,1990,Unprovoked,AUSTRALIA,Queensland,Swimming,26,N,M,Oct
1990.10.20,20-Oct-1990,1990,Unprovoked,USA,Florida,Surfing,25,N,M,Oct
1990.10.15,15-Oct-1990,1990,Unprovoked,USA,Hawaii,Surfing,43,N,M,Oct
1990.10.12,12-Oct-1990,1990,Unprovoked,USA,Florida,Surfing,19,N,M,Oct
1990.09.15,15-Sep-1990,1990,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,26,N,M,Sep
1990.09.05,05-Sep-1990,1990,Boating,USA,California,Kayaking,44,N,M,Sep
1990.08.28,28-Aug-1990,1990,Unprovoked,USA,California,Surfing,22,N,M,Aug
1990.07.22,22-Jul-1990,1990,Unprovoked,USA,Texas,Wading,53,N,F,Jul
1990.07.08,08-Jul-1990,1990,Unprovoked,USA,Florida,Surfing,17,N,M,Jul
1990.06.23,23-Jun-1990,1990,Unprovoked,BAHAMAS,unknown,Spearfishing,38,N,M,Jun
1990.04.09,09-Apr-1990,1990,Unprovoked,AUSTRALIA,Queensland,Surfing,31,N,M,Apr
1990.04.06,06-Apr-1990,1990,Unprovoked,AUSTRALIA,Queensland,Surfing,29,N,M,Apr
1990.03.24,  24-Mar-1990,1990,Unprovoked,FIJI,Laucala Island,Swimming,30,N,M,Mar
1989.11.22,22-Nov-1989,1989,Unprovoked,AUSTRALIA,Victoria,Surfing,32,N,M,Nov
1989.10.29.R,Reported 29-Oct-1989,1989,Unprovoked,AUSTRALIA,Northern Territory,Swimming,31,N,F,Oct
1989.10.22,22-Oct-1989,1989,Unprovoked,AUSTRALIA,Tasmania,Surfing,17,N,M,Oct
1989.10.11,11-Oct-1989,1989,Unprovoked,USA,Texas,Surfing,12,N,M,Oct
1989.09.17,17-Sep-1989,1989,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,29,N,M,Sep
1989.09.09.a,09-Sep-1989,1989,Unprovoked,USA,North Carolina,Surfing,31,N,M,Sep
1989.08.22.b,22-Aug-1989,1989,Unprovoked,USA,Florida,Swimming,21,N,M,Aug
1989.08.22.a,22-Aug-1989,1989,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,21,N,M,Aug
1989.08.13,13-Aug-1989,1989,Unprovoked,AUSTRALIA,New South Wales,Surfing,17,N,M,Aug
1989.08.09,09-Aug-1989,1989,Unprovoked,BAHAMAS,Great Exuma Island,Spearfishing,31,N,F,Aug
1989.08.06.R,Reported    06-Aug-1989,1989,Provoked,AUSTRALIA,Queensland,Fishing for sharks,41,N,M,Aug
1989.07.20,20-Jul-1989,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,34,N,M,Jul
1989.07.14,14-Jul-1989,1989,Unprovoked,USA,Florida,Surfing,16,N,M,Jul
1989.06.17,17-Jun-1989,1989,Unprovoked,USA,Louisiana,Spearfishing,45,N,M,Jun
1989.06.05,05-Jun-1989,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,16,N,M,Jun
1989.06.03,03-Jun-1989,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Free diving,28,N,M,Jun
1989.04.23,23-Apr-1989,1989,Unprovoked,USA,Florida,Swimming,19,N,M,Apr
1989.03.09,09-Mar-1989,1989,Unprovoked,AUSTRALIA,South Australia,Surfing,27,Y,M,Mar
1989.02.15,15-Feb-1989,1989,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Windsurfing,26,N,M,Feb
1989.01.26.a,26-Jan-1989,1989,Unprovoked,USA,California,Kayaking,24,Y,F,Jan
1989.01.20.b,20-Jan-1989,1989,Unprovoked,USA,Hawaii,Body boarding,10,N,M,Jan
1989.01.20.a,20-Jan-1989,1989,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,19,N,M,Jan
1988.10.23,23-Oct-1988,1988,Unprovoked,USA,Oregon,Surfing (sitting on his board),21,N,M,Oct
1988.10.22,22-Oct-1988,1988,Unprovoked,AUSTRALIA,Victoria,Surfing,38,N,M,Oct
1988.10.14,14-Oct-1988,1988,Unprovoked,USA,Florida,Surfing,15,N,M,Oct
1988.10.11,11-Oct-1988,1988,Unprovoked,USA,Florida,Surfing,30,N,M,Oct
1988.10.10,10-Oct-1988,1988,Unprovoked,USA,Florida,Surfing,23,N,M,Oct
1988.10.06,06-Oct-1988,1988,Unprovoked,AUSTRALIA,South Australia,Surfing,15,N,M,Oct
1988.09.28,28-Sep-1988,1988,Unprovoked,USA,Florida,Surfing,21,N,M,Sep
1988.09.13.a,13-Sep-1988,1988,Unprovoked,USA,Florida,Snorkeling,38,Y,M,Sep
1988.08.11,11-Aug-1988,1988,Unprovoked,USA,California,Surfing,27,N,M,Aug
1988.07.17,17-Jul-1988,1988,Unprovoked,BAHAMAS,unknown,Diving,35,N,M,Jul
1988.07.11,11-Jul-1988,1988,Unprovoked,USA,Florida,Swimming,15,N,F,Jul
1988.07.04.b,04-Jul-1988,1988,Unprovoked,USA,Florida,Boogie boarding,37,N,M,Jul
1988.06.19,16-Jun-1988,1988,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,36,N,M,Jun
1988.06.16,16-Jun-1988,1988,Unprovoked,USA,North Carolina,Scuba diving,42,N,M,Jun
1988.06.05,05-Jun-1988,1988,Unprovoked,USA,Florida,Swimming,12,N,M,Jun
1988.06.01,01-Jun-1988,1988,Unprovoked,USA,Florida,Surfing,25,N,M,Jun
1988.05.10,10-May-1988,1988,Unprovoked,USA,Florida,Surfing,31,N,M,May
1988.04.15a,15-Apr-1988,1988,Unprovoked,USA,Florida,Swimming,24,N,M,Apr
1988.04.14.b,14-Apr-1988,1988,Unprovoked,USA,Florida,Surfing,14,N,M,Apr
1988.03.16,16-Mar-1988,1988,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,17,N,M,Mar
1988.02.14,14-Feb-1988,1988,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,20,N,M,Feb
1988.02.02,02-Feb-1988,1988,Unprovoked,Fiji,Vanua Levu,Diving,22,N,M,Feb
1987.12.17,17-Dec-1987,1987,Unprovoked,USA,Florida,Surfing,16,N,M,Dec
1987.11.21,21-Nov-1987,1987,Unprovoked,USA,Florida,Surfing,15,N,M,Nov
1987.10.26,26-Oct-1987,1987,Unprovoked,USA,California,Surfing,20,N,M,Oct
1987.10.11,11-Oct-1987,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,21,N,M,Oct
1987.09.13,13-Sep-1987,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,24,N,M,Sep
1987.08.20,20-Aug-1987,1987,Unprovoked,USA,Florida,Wading,12,N,M,Aug
1987.08.15,15-Aug-1987,1987,Unprovoked,USA,California,Surfing (sitting on his board),40,N,M,Aug
1987.07.21,21-Jul-1987,1987,Unprovoked,USA,Florida,Surfing,27,N,M,Jul
1987.07.12.b,12-Jul-1987,1987,Unprovoked,USA,Texas,Body surfing,32,N,F,Jul
1987.07.12.a,12-Jul-1987,1987,Unprovoked,USA,Texas,Wading,16,N,F,Jul
1987.07.09,09-Jul-1987,1987,Unprovoked,BAHAMAS,Exuma Islands,Snorkeling,35,N,M,Jul
1987.05.06,06-May-1987,1987,Provoked,AUSTRALIA,New South Wales,Fishing,34,N,M,May
1987.04.18,18-Apr-1987,1987,Unprovoked,USA,Texas,Swimming,16,N,F,Apr
1987.03.30.b,30-Mar-1987,1987,Unprovoked,AUSTRALIA,Western Australia,Surfing,18,N,M,Mar
1987.01.28,28-Jan-1987,1987,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,30,N,M,Jan
1987.01.06,06-Jan-1987,1987,Unprovoked,AUSTRALIA,Queensland,Swimming,37,N,M,Jan
1986.12.22,22-Dec-1986,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,21,Y,M,Dec
1986.12.11,11-Dec-1986,1986,Unprovoked,USA,Florida,Surfing,40,N,M,Dec
1986.11.30,30-Nov-1986,1986,Unprovoked,USA,Florida,Surfing,17,N,M,Nov
1986.11.19,19-Nov-1986,1986,Unprovoked,USA,Florida,Surfing,26,N,M,Nov
1986.11.04,04-Nov-1986,1986,Unprovoked,USA,Florida,Surfing,23,N,M,Nov
1986.08.19,19-Aug-1986,1986,Unprovoked,USA,North Carolina,Surfing,16,N,unknown,Aug
1986.03.15,15-Mar-1986,1986,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,26,N,M,Mar
1986.03.05,5-Mar-1986,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,23,N,M,Mar
1986.02.18,18-Feb-1986,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,21,N,M,Feb
1986.02.07,07-Feb-1986,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,46,N,M,Feb
1986.02.06,06-Feb-1986,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,29,N,M,Feb
1986.02.01,01-Feb-1986,1986,Unprovoked,AUSTRALIA,Victoria,Surfing,29,N,M,Feb
1986.01.12,12-Jan-1986,1986,Unprovoked,USA,Florida,Surfing,22,N,M,Jan
1985.11.03,03-Nov-1985,1985,Provoked,USA,California,Fishing,24,N,M,Nov
1985.10.24,24-Oct-1985,1985,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,22,N,M,Oct
1985.10.18,18-Oct-1985,1985,Unprovoked,USA,Hawaii,Body boarding,33,N,M,Oct
1985.08.22,22-Aug-1985,1985,Unprovoked,USA,South Carolina,Wading,87,N,M,Aug
1985.07.25.b,25-Jul-1985,1985,Unprovoked,USA,Florida,Wading,13,N,F,Jul
1985.07.25.a,25-Jul-1985,1985,Unprovoked,USA,Florida,Surfing,15,N,M,Jul
1985.05.08,08-May-1985,1985,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,39,N,M,May
1985.03.16,16-Mar-1985,1985,Unprovoked,USA,Florida,Surfing,25,N,M,Mar
1985.02.03,03-Feb-1985,1985,Unprovoked,USA,Florida,Surfing,16,N,M,Feb
1985.01.27,27-Jan-1985,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,15,N,M,Jan
1985.01.17,17-Jan-1985,1985,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,18,N,M,Jan
1985.01.04,04-Jan-1985,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,34,N,M,Jan
1984.11.11,11-Nov-1984,1984,Unprovoked,USA,Florida,Surfing,13,N,M,Nov
1984.11.04,04-Nov-1984,1984,Provoked,USA,Florida,Spearfishing,29,N,M,Nov
1984.10.14.a,14-Oct-1984,1984,Unprovoked,USA,Florida,Surfing,15,N,M,Oct
1984.09.30.b,30-Sep-1984,1984,Unprovoked,USA,Oregon,Surfing (sitting on his board),25,N,M,Sep
1984.09.23,23-Sep-1984,1984,Unprovoked,USA,Florida,Surfing,17,N,M,Sep
1984.09.22.a,22-Sep-1984,1984,Unprovoked,USA,Florida,Surfing,16,N,M,Sep
1984.09.15,15-Sep-1984,1984,Unprovoked,USA,California,Skindiving,28,Y,M,Sep
1984.07.24.b,24-Jul-1984,1984,Unprovoked,USA,Texas,Swimming,13,N,F,Jul
1984.07.24.a,24-Jul-1984,1984,Unprovoked,USA,Texas,Swimming,18,N,F,Jul
1984.06.15,15-Jun-1984,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,27,N,M,Jun
1984.05.31,31-May-1984,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,28,N,M,May
1984.02.17,17-Feb-1984,1984,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,33,N,M,Feb
1984.02.11,11-Feb-1984,1984,Unprovoked,AUSTRALIA,Queensland,Spearfishing,27,N,M,Feb
1984.01.05,05-Jan-1984,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,14,N,M,Jan
1983.12.25,25-Dec-1983,1983,Unprovoked,USA,Florida,Surfing,17,N,M,Dec
1983.12.22,22-Dec-1983,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,16,N,M,Dec
1983.12.21,21-Dec-1983,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,47,N,M,Dec
1983.11.10.R,Reported      10-Nov-1983,1983,Unprovoked,USA,Florida,Surfing,15,N,M,Nov
1983.10.17.a,17-Oct-1983,1983,Unprovoked,USA,Florida,Surfing,16,N,M,Oct
1983.10.13,13-Oct-1983,1983,Unprovoked,USA,Florida,Wading,20,N,M,Oct
1983.09.04,04-Sep-1983,1983,Unprovoked,USA,Florida,Standing,15,N,M,Sep
1983.08.20.a,20-Aug-1983,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,29,N,M,Aug
1983.08.15,15-Aug-1983,1983,Unprovoked,USA,Virginia,Swimming,14,N,F,Aug
1983.08.13.b,13-Aug-1983,1983,Provoked,USA,Florida,Skindiving,14,N,M,Aug
1983.08.13.a,13-Aug-1983,1983,Unprovoked,USA,Florida,Diving,22,N,F,Aug
1983.07.12.b,12-Jul-1983,1983,Unprovoked,USA,Florida,Windsurfing,39,N,F,Jul
1983.07.12.a,08-Jul-1983,1983,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,13,N,M,Jul
1983.06.29,29-Jun-1983,1983,Unprovoked,USA,Florida,Swimming,42,N,M,Jun
1983.06.22,22-Jun-1983,1983,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,15,Y,M,Jun
1983.05.24,24-May 1983,1983,Unprovoked,USA,Florida,Surfing,15,N,M,May
1983.05.21,21-May-1983,1983,Unprovoked,USA,Florida,Surfing,22,N,M,May
1983.04.12,12-Apr-1983,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,27,N,M,Apr
1983.04.02.b,02-Apr-1983,1983,Unprovoked,USA,Florida,Surfing,16,N,M,Apr
1983.03.30.a,30-Mar-1983,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,17,N,M,Mar
1983.01.24,24-Jan-1983,1983,Provoked,USA,South Carolina,Fishing,43,N,M,Jan
1983.01.10,10-Jan-1983,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Windsurfing,22,N,M,Jan
1983.01.08,08-Jan-1983,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,32,N,M,Jan
1982.10.13,13-Oct-1982,1982,Unprovoked,USA,Florida,Windsurfing,26,N,M,Oct
1982.09.30.b,30-Sep-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,16,N,M,Sep
1982.09.30.a,30-Sep-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,16,N,M,Sep
1982.09.27,27-Sep-1982,1982,Unprovoked,USA,Florida,Surfing,20,N,M,Sep
1982.09.25,25-Sep-1982,1982,Unprovoked,USA,California,Diving,36,N,M,Sep
1982.08.29.a,29-Aug-1982,1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,18,N,F,Aug
1982.07.19,19-Jul-1982,1982,Unprovoked,USA,Florida,Swimming,17,N,M,Jul
1982.07.01,01-Jul-1982,1982,Unprovoked,USA,Florida,Swimming,19,N,F,Jul
1982.06.29,29-Jun-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,27,Y,M,Jun
1982.06.26.b,26-Jun-1982,1982,Unprovoked,USA,South Carolina,Swimming,20,N,M,Jun
1982.03.10,10-Mar-1982,1982,Unprovoked,USA,Florida,Surfing,16,N,M,Mar
1982.03.07,07-Mar-1982,1982,Unprovoked,AUSTRALIA,New South Wales,Surfing,20,Y,M,Mar
1982.02.28,28-Feb-1982,1982,Unprovoked,AUSTRALIA,Tasmania,Spearfishing,32,Y,M,Feb
1982.02.27,27-Feb-1982,1982,Unprovoked,USA,Florida,Surfing,18,N,M,Feb
1982.02.13,13-Feb-1982,1982,Unprovoked,USA,Florida,Swimming,75,Y,F,Feb
1982.02.07..b,07-Feb-1982,1982,Unprovoked,USA,Florida,Diving,29,Y,M,Feb
1982.01.29,29-Jan-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,20,N,M,Jan
1981.12.19,19-Dec-1981,1981,Unprovoked,USA,California,Surfing,24,Y,M,Dec
1981.10.19.a,19-Oct-1981,1981,Unprovoked,USA,Florida,Swimming,19,N,M,Oct
1981.10.16,16-Oct-1981,1981,Unprovoked,USA,Florida,Surfing,17,N,M,Oct
1981.10.01,01-Oct-1981,1981,Unprovoked,USA,Florida,Surfing,24,N,M,Oct
1981.09.28,28-Sep-1981,1981,Unprovoked,USA,Florida,Surfing,28,N,M,Sep
1981.09.15,15-Sep-1981,1981,Unprovoked,USA,Florida,Swimming,26,Y,M,Sep
1981.09.03.b,03-Sep-1981,1981,Unprovoked,USA,Florida,Surfing,25,N,M,Sep
1981.09.03.a,03-Sep-1981,1981,Unprovoked,USA,Florida,Surfing,24,N,M,Sep
1981.08.29,29-Aug-1981,1981,Unprovoked,USA,Florida,Surfing,15,N,M,Aug
1981.08.24.b,24-Aug-1981,1981,Provoked,USA,Florida,Spearfishing,19,N,M,Aug
1981.07.20,20-Jul-1981,1981,Unprovoked,USA,Florida,Swimming,16,N,F,Jul
1981.07.18,18-Jul-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,32,N,M,Jul
1981.05.20,20-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,27,N,M,May
1981.05.19,19-May-1981,1981,Unprovoked,USA,Florida,Free diving,32,N,M,May
1981.05.10,10-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,19,N,M,May
1981.05.05,05-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,24,N,M,May
1981.03.24,24-Mar-1981,1981,Unprovoked,USA,Florida,Surfing,24,N,M,Mar
1981.02.19,19-Feb-1981,1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,30,N,M,Feb
1981.02.02,02-Feb-1981,1981,Unprovoked,USA,Florida,Surfing,15,N,M,Feb
1980.11.24,24-Nov-1980,1980,Unprovoked,REUNION,Grand'Anse,Spearfishing,22,N,M,Nov
1980.11.11.,11-Nov-1980,1980,Unprovoked,BRAZIL,Pernambuco,Swimming,16,Y,M,Nov
1980.10.27,27-Oct-1980,1980,Unprovoked,USA,Oregon,Surfing,29,N,M,Oct
1980.10.17,17-Oct-1980,1980,Unprovoked,USA,California,Surfing,19,N,M,Oct
1980.08.10,10-Aug-1980,1980,Unprovoked,USA,North Carolina,Wading,10,N,F,Aug
1980.07.27,27-Jul-1980,1980,Unprovoked,USA,New Jersey,Body surfing,15,N,M,Jul
1980.07.23,23-Jul-1980,1980,Unprovoked,USA,Delaware,Standing,22,N,F,Jul
1980.06.26,26-Jun-1980,1980,Provoked,USA,California,Scuba diving,44,N,F,Jun
1980.05.15,15-May-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,22,N,M,May
1980.03.29,29-Mar-1980,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Free diving,52,Y,M,Mar
1980.03.11,11-Mar-1980,1980,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,61,N,M,Mar
1980.01.31,31-Jan-1980,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body boarding,24,N,M,Jan
1980.01.25,25-Jan-1980,1980,Unprovoked,KENYA,Lamu Archipelago,Spearfishing,29,N,M,Jan
1980.01.15,15-Jan-1980,1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,29,N,M,Jan
1980.01.10,10-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,25,N,M,Jan
1979.12.21,21-Dec-1979,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,18,N,M,Dec
1979.12.01, 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,unknown,Diving,32,N,M,Dec
1979.11.27,27-Nov-1979,1979,Unprovoked,USA,Oregon,Surfing,20,N,M,Nov
1979.09.14,14-Sep-1979,1979,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,18,N,M,Sep
1979.08.28,28-Aug-1979,1979,Unprovoked,HONG KONG,unknown,Freedom swimming,21,Y,M,Aug
1979.08.05,05-Aug-1979,1979,Unprovoked,USA,Florida,Kayaking,49,N,M,Aug
1979.04.08.b,08-Apr-1979,1979,Unprovoked,USA,Florida,Swimming,24,N,M,Apr
1979.03.24,24-Mar-1979,1979,Unprovoked,USA,Florida,Surfing,27,N,M,Mar
1978.12.12,12-Dec-1978,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,23,Y,M,Dec
1978.11.23,23-Nov-1978,1978,Unprovoked,USA,Florida,Surfing,17,N,M,Nov
1978.09.27,27-Sep-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,27,N,M,Sep
1978.07.19,19-Jul-1978,1978,Provoked,USA,California,Fishing,27,N,M,Jul
1978.06.21.b,21-Jun-1978,1978,Unprovoked,USA,Florida,Surfing,20,N,M,Jun
1978.06.21.a,21-Jun-1978,1978,Unprovoked,USA,Florida,Surfing,17,N,M,Jun
1978.04.02.b,02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving,25,N,M,Apr
